30,90
60,90
120,90
150,90
180,110
180,140
150,150
110,140
110,80
205,110
260,90
270,30
190,30
190,80
230,120
250,140
300,150
300,90
45,80

# barrel run successfull
# commit b4b24f3 - changes to barrel again"
#
